Name,Medium,Type,Title,Author,Editor,Translator,Publisher,Year,Language,Genre,Identifying Number,Accession Number,Donor,Notes
[Adobe Premiere 6.5 Design Professional],Printed Matter,Manual,Adobe Premiere 6.5 Design Professional,Chris Botello,Nicole Pinard and Ann Fisher,N/A,Thomson Course Technology,2004,English,Adobe Manual,0-619-10981-5,2014.06.36,John Hopkins,
[Altair 8800 Theory of Operation Manual and Schematics],Printed Matter,Manual,Altair 8800 Theory of Operation Manual and Schematics,"MITS, Inc.",N/A,N/A,MITS,1975,English,Altair 8800 (Computer)--Operation Manual,N/A,2013.10.89,Brad Feld,Blue binder with pages.
[Altair Computer System Documentation - Altair 8800 Operator’s Manual],Printed Matter,Manual,Altair Computer System Documentation - Altair 8800 Operator’s Manual,MITS Inc.,N/A,N/A,MITS,1975,English,Altair 8800 (Computer)--Operator’s Manual,N/A,2013.10.2,Brad Feld,White binder with pages.
[Apple 6502 - Assembler/Editor],Printed Matter,Manual,Apple 6502 - Assembler/Editor,Apple Computer,N/A,N/A,Apple Computer,1980,English,6502 (Assembly Language)--User’s Manual,030-0112-00,2013.12.2,Brad Feld,
[Apple - AppleCD 300e Plus - User’s Guide],Printed Matter,Manual,Apple - AppleCD 300e Plus - User’s Guide,Apple Computer,N/A,N/A,Apple Computer,1994,English,AppleCD (CD-ROM Drive)--User’s Guide,030-5364-A,2013.07.514,James Vermillion,
[Apple - AppleCD 300i Plus - User’s Guide],Printed Matter,Manual,Apple - AppleCD 300i Plus - User’s Guide,Apple Computer,N/A,N/A,Apple Computer,1994,English,AppleCD (CD-ROM Drive)--User’s Guide,030-6133-A,2013.07.513,James Vermillion,
[Apple - DVD Studio Pro User’s Manual],Printed Matter,Manual,Apple - DVD Studio Pro User’s Manual,Apple Computer,N/A,N/A,Apple Computer,2001,English,DVD Studio Pro Manual,034-2024-A,2014.06.33,John Hopkins,
[Apple - Final Cut Pro 4 - Tutorials],Printed Matter,Manual,Apple - Final Cut Pro 4 - Tutorials,Apple Computer,N/A,N/A,Apple Computer,2003,English,Final Cut Pro Tutorial,034-2116-A,2014.06.29,John Hopkins,
[Apple - Final Cut Pro 4 - User’s Manual Volume I],Printed Matter,Manual,"Setting Up, Input and Output",Apple Computer,N/A,N/A,Apple Computer,2003,English,Final Cut Pro Manual,034-2113-A,2014.06.30,John Hopkins,
[Apple - Final Cut Pro 4 - User’s Manual Volume II],Printed Matter,Manual,Editorial,Apple Computer,N/A,N/A,Apple Computer,2003,English,Final Cut Pro Manual,034-2114-A,2014.06.31,John Hopkins,
[Apple - Final Cut Pro 4 - User’s Manual Volume III: Effects],Printed Matter,Manual,Effects,Apple Computer,N/A,N/A,Apple Computer,2003,English,Final Cut Pro Manual,034-2115-A,2014.06.32,John Hopkins,
"[Apple - Getting Started With Your Powerbook: Includes Setup, Expansion, and Troubleshooting Information for PowerBook Computers]",Printed Matter,Manual,"Includes Setup, Expansion, and Troubleshooting Information for PowerBook Computers",Apple Computer,N/A,N/A,Apple Computer,2000,English,Reference Manual,N/A,2014.06.11,John Hopkins,
[Apple - Imagewriter User’s Manual - Part 1: Reference],Printed Matter,Manual,Reference,Apple Computer,N/A,N/A,Apple Computer,1984,English,Apple Imagewriter (Printer)--User’s Manual,030-0730-B,2013.07.385,Keith Moore,
"[Apple - Inside Macintosh, Volume I]",Printed Matter,Manual,"Apple - Inside Macintosh, Volume I","Caroline Rose, et al.",N/A,N/A,Addison-Wesley Publishing Company,1985,English,Macintosh (Computer)--User’s Guide,ISBN 0-201-17731-5,2013.07.617,,
"[Apple - Inside Macintosh, Volume II]",Printed Matter,Manual,"Apple - Inside Macintosh, Volume II","Caroline Rose, et al.",N/A,N/A,Addison-Wesley Publishing Company,1985,English,Macintosh (Computer)--User’s Guide,ISBN 0-201-17732-3,2013.07.618,,
"[Apple - Inside Macintosh, Volume III]",Printed Matter,Manual,"Apple - Inside Macintosh, Volume III","Caroline Rose, et al.",N/A,N/A,Addison-Wesley Publishing Company,1985,English,Macintosh (Computer)--User’s Guide,ISBN 0-201-17733-3,2013.07.619,,
"[Apple - Inside Macintosh, Volume IV]",Printed Matter,Manual,"Apple - Inside Macintosh, Volume IV",Apple Computer,N/A,N/A,Addison-Wesley Publishing Company,1985,English,Macintosh (Computer)--User’s Guide,ISBN 0-201-05409-4,2013.07.620,,
"[Apple - Inside Macintosh, Volume V]",Printed Matter,Manual,"Apple - Inside Macintosh, Volume V",Apple Computer,N/A,N/A,Addison-Wesley Publishing Company,1988,English,Macintosh (Computer)--User’s Guide,ISBN 0-201-17719-6,2013.07.621,,
"[Apple - Inside Macintosh, Volume VI]",Printed Matter,Manual,"Apple - Inside Macintosh, Volume VI",Apple Computer,N/A,N/A,Addison-Wesley Publishing Company,1991,English,Macintosh (Computer)--User’s Guide,ISBN 0-201-57755-0,2013.07.622,,
[Apple - Inside the Macintosh Communications Toolbox],Printed Matter,Manual,Apple - Inside the Macintosh Communications Toolbox,Rob Berkowitz,Scott Smith and Becky Reece,N/A,Addison-Wesley Publishing Company,1991,English,Macintosh (Computer)--User’s Guide,ISBN 0-201-57775-5,2013.07.623,,
[Apple - QuickTime VR Authoring Studio User’s Manual],Printed Matter,Manual,Apple - QuickTime VR Authoring Studio User’s Manual,Apple Computer,N/A,N/A,Apple Computer,1997,English,QuickTime Manual,U976000-084A,2014.06.34,John Hopkins,
[Apple - Silentype Printer - Operation and Reference Manual],Printed Matter,Manual,Apple - Silentype Printer - Operation and Reference Manual,Apple Computer,N/A,N/A,Apple Computer,1980,English,Silentype (Printer)--Reference Manual,030-0095-00,2013.12.8,Brad Feld,
[Apple - Welcome to Panther: Find Out What You Can Do with Mac OS and Mac OS X Applications],Printed Matter,Manual,Find Out What You Can Do with Mac OS and Mac OS X Applications,Apple Computer,N/A,N/A,Apple Computer,2003,English,User’s Manual,N/A,2014.06.13,John Hopkins,
[Apple Assembly Language Development System: An Assembler/Editor/Formatter (User’s Manual)],Printed Matter,Manual,An Assembler/Editor/Formatter (User’s Manual),Paul Lutus,N/A,N/A,Hayden Book Company,1980,English,Apple Assembly Language (Software)--User’s Manual,04609,2013.10.43,Brad Feld,Photocopied pages in legal folder. Accompanies “Hayden Microcomputer Program Disks” (not included in folder).
[Apple II - Applesoft BASIC Programmer’s Reference Manual - Volume I],Printed Matter,Manual,Apple II - Applesoft BASIC Programmer’s Reference Manual - Volume I,Apple Computer,N/A,N/A,Apple Computer,1982,English,Apple  BASIC (Programming Language)--Reference Manual,030-0359-A,2013.07.596,,For IIe Only
[Apple II - Applesoft Tool Kit],Printed Matter,Manual,Apple II - Applesoft Tool Kit,Apple Computer,N/A,N/A,Apple Computer,1980,English,Applesoft Tool Kit (Program)--User’s Manual,030-0113-00,2013.12.9,Brad Feld,
[Apple II - Applesoft Tool Kit Instruction Manual],Printed Matter,Manual,Apple II - Applesoft Tool Kit Instruction Manual,Apple Computer,N/A,N/A,Apple Computer,1980,English,Applesoft Tool Kit (Program)--User’s Manual,030-0113-00,2013.10.88,Brad Feld,Black binder with photocopied pages.
[Apple II - Communications Interface Card (A2B0003X) - Installation and Operating Manual],Printed Matter,Manual,Apple II - Communications Interface Card (A2B0003X) - Installation and Operating Manual,Apple Computer,N/A,N/A,Apple Computer,1978,English,Communications Interface Card--Operating Manual,030-0008-01,2013.12.10,Brad Feld,
[Apple II - DOS User’s Manual],Printed Matter,Manual,Apple II - DOS User’s Manual,Apple Computer,N/A,N/A,Apple Computer,1983,English,DOS (OS)--User’s Manual,030-0407-A,2013.07.616,,"For II, II+, IIe."
[Apple II - Monitor II User’s Manual],Printed Matter,Manual,Apple II - Monitor II User’s Manual,Apple Computer,N/A,N/A,Apple Computer,1982,English,Monitor II (Monitor)--User’s Manual,030-0598-A,2013.07.856,,In plastic wrapping with other related documents.
[Apple II - Programmer’s Aid #1 - Installation and Operating Manual],Printed Matter,Manual,Apple II - Programmer’s Aid #1 - Installation and Operating Manual,Apple Computer,N/A,N/A,Apple Computer,1978,English,Programmer’s Aid ROM--Operating Manual,030-0026,2013.12.12,Brad Feld,
[Apple II - Quick File II],Printed Matter,Manual,Apple II - Quick File II,Apple Computer,N/A,N/A,Apple Computer,1982,English,Quick File II (Program)--User’s Manual,030-0498-A,2013.07.625,,For IIe Only. Pascal 1.1 based.
[Apple II - Reference Manual],Printed Matter,Manual,Apple II - Reference Manual,Apple Computer,N/A,N/A,Apple Computer,1981,English,Apple II (Computer)--Reference Manual,030-0004-C,2013.07.627,,A Reference Manual for the Apple II and the Apple II Plus Personal Computers
[Apple II - Reference Manual (Signed by Steve Wozniak)],Printed Matter,Manual,Apple II - Reference Manual (Signed by Steve Wozniak),Apple Computer,N/A,N/A,Apple Computer,1978,English,Apple II (Computer)--Reference Manual,N/A,2014.1.320,Clayton Lewis,Signature and personal note from Steve Wozniak on page 76.
[Apple II - S-C Assembler II (User’s Manual)],Printed Matter,Manual,Apple II - S-C Assembler II (User’s Manual),S-C Software,N/A,N/A,S-C Software,1979,English,S-C Assembler II--User’s Manual,N/A,2013.12.20,Brad Feld,Disk Version 3.2. For the APPLE II Computer.
[Apple II - STB-80 User’s Manual],Printed Matter,Manual,Apple II - STB-80 User’s Manual,STB Systems,N/A,N/A,STB Systems,1981,English,STB-80 (Video CArd)--User’s Manual,N/A,2013.10.85,Brad Feld,Rev 1.0
[Apple II - The DOS Manual: Disk Operating System],Printed Matter,Manual,Disk Operating System,Apple Computer,N/A,N/A,Apple Computer,1980,English,DOS (OS)--User’s Manual,030-0115-00,2013.12.1,Brad Feld,
[Apple II - The Magic Window: Word Processing System (User’s Manual)],Printed Matter,Manual,Word Processing System (User’s Manual),Gary Shannon and Bill Depew,N/A,N/A,Artsci,1980,English,Word Processor (Software)--User’s Manual,N/A,2013.10.97,Brad Feld,Blue binder containing pages.
[Apple II - Utilities Guide],Printed Matter,Manual,Apple II - Utilities Guide,Apple Computer,N/A,N/A,Apple Computer,1985,English,Apple II (Programs)--Utilities Guide,030-1264-A,2013.07.646,,For Apple II System Utilities and ProDOS User’s Disk. In original clear plastic wrapping.
[Apple II - VERSAcard - Installation and Instruction Manual],Printed Matter,Manual,Apple II - VERSAcard - Installation and Instruction Manual,Prometheus Products,N/A,N/A,Prometheus Products,1981,English,VERSAcard (Plug-in Card)--Instruction Manual,N/A,2013.10.77,Brad Feld,For your Apple II.
[Apple II - Z-80 SoftCard - Volume 1],Printed Matter,Manual,Apple II - Z-80 SoftCard - Volume 1,Microsoft,N/A,N/A,Microsoft,1980,English,Z-80 SortCard (Plug-in Card)--Operations Manual,N/A,2013.10.81,Brad Feld,A Peripheral for the Apple. With CP/M and Microsoft BASIC on diskette.
[Apple II - Z-80 SoftCard - Volume 2],Printed Matter,Manual,Apple II - Z-80 SoftCard - Volume 2,Microsoft,N/A,N/A,Microsoft,1980,English,Z-80 SortCard (Plug-in Card)--Operations Manual,N/A,2013.10.82,Brad Feld,A Peripheral for the Apple. With CP/M and Microsoft BASIC on diskette.
[Apple IIe - Guide to the New Features],Printed Matter,Manual,Apple IIe - Guide to the New Features,Apple Computer,N/A,N/A,Apple Computer,1982,English,Apple IIe (Computer)--User’s Guide,A2F2114,2013.10.64,Brad Feld,
[Apple IIe - Owner’s Manual],Printed Matter,Manual,Apple IIe - Owner’s Manual,Apple Computer,N/A,N/A,Apple Computer,1983,English,Apple IIe (Computer)--Owner’s Manual,030-0356-C,2013.07.595,,2013.07.626.
[Apple III - Apple Business BASIC - Reference Manual - Volume 1],Printed Matter,Manual,Apple III - Apple Business BASIC - Reference Manual - Volume 1,Apple Computer,N/A,N/A,Apple Computer,1981,English,BASIC (Programming Language)--Reference Manual,030-0122-B,2013.07.375,Keith Moore,Volume 1 of 2
[Apple III - Apple Business BASIC - Reference Manual - Volume 2],Printed Matter,Manual,Apple III - Apple Business BASIC - Reference Manual - Volume 2,Apple Computer,N/A,N/A,Apple Computer,1981,English,BASIC (Programming Language)--Reference Manual,030-292-A,2013.07.374,Keith Moore,Volume 2 of 2
[Apple III - Apple Writer III - Word Processing Language],Printed Matter,Manual,Apple III - Apple Writer III - Word Processing Language,Apple Computer,N/A,N/A,Apple Computer,1982,English,Apple Writer (Program)--User’s Manual,030-0601-A,2013.07.384,Keith Moore,
[Apple III - CP/M Reference Manual],Printed Matter,Manual,Apple III - CP/M Reference Manual,Apple Computer,N/A,N/A,Apple Computer,1982,English,CP/M (Operating System)--Reference Manual,076-0004,2013.07.372,Keith Moore,2013.07.373.
[Apple III - Microsoft BASIC - Reference Manual],Printed Matter,Manual,Apple III - Microsoft BASIC - Reference Manual,Apple Computer,N/A,N/A,Apple Computer,1982,English,BASIC (Programming Language)--Reference Manual,076-0005,2013.07.381,Keith Moore,2013.07.388.
[Apple III - SoftCard III - Installation and Operation Manual],Printed Matter,Manual,Apple III - SoftCard III - Installation and Operation Manual,Apple Computer,N/A,N/A,Apple Computer,1982,English,SoftCard III - Operations Manual,076-0003,2013.07.378,Keith Moore,2013.07.380.
[Apple III - Standard Device Drivers - Manual],Printed Matter,Manual,Apple III - Standard Device Drivers - Manual,Apple Computer,N/A,N/A,Apple Computer,1981,English,Device Drivers--User’s Manual,030-0143-B,2013.07.382,Keith Moore,
[Apple III - Universal Parallel Interface Card - Installation and Operating Manual],Printed Matter,Manual,Apple III - Universal Parallel Interface Card - Installation and Operating Manual,Apple Computer,N/A,N/A,Apple Computer,1981,English,Universal Parallel Interface Card--Operating Manual,030-0255-A,2013.07.383,Keith Moore,
[Apple III - VISICALC III - User’s Manual],Printed Matter,Manual,Apple III - VISICALC III - User’s Manual,Apple Computer,N/A,N/A,Apple Computer,1981,English,VISICALC III (Program)--User’s Manual,030-0149-01,2013.07.377,Keith Moore,
[Apple III - Will Someone Please Tell Me What an Apple III Can Do? A Guide to Apple III Software],Printed Matter,Manual,Apple III - Will Someone Please Tell Me What an Apple III Can Do? A Guide to Apple III Software,Apple Computer,N/A,N/A,Apple Computer,1983,English,Apple III (Computer)--User’ Guide,A3L0038 9/83 50M,2013.07.386,Keith Moore,
[Apple Language System - Installation and Operating Manual],Printed Matter,Manual,Apple Language System - Installation and Operating Manual,Apple Computer,N/A,N/A,Apple Computer,1979,English,Apple Language System--Operating Manual,030-0059-00,2013.12.14,Brad Feld,
[Apple PASCAL - Reference Manual],Printed Matter,Manual,Apple PASCAL - Reference Manual,Apple Computer,N/A,N/A,Apple Computer,1979,English,PASCAL (Programming Language)--Reference Manual,030-0058-01,2013.12.13,Brad Feld,
[Apple Writer - Manual],Printed Matter,Manual,Apple Writer - Manual,Apple Computer,N/A,N/A,Apple Computer,1979,English,Apple Writer (Program)--User’s Manual,N/A,2013.10.66,Brad Feld,Unknown Information. DIY made. Possible lost cover prior to acquisition.
[Atari - An Introduction to the Atari Disk Operating System - DOS 3 (User’s Guide)],Printed Matter,Manual,Atari - An Introduction to the Atari Disk Operating System - DOS 3 (User’s Guide),Atari,N/A,N/A,Atari,1983,English,DOS 3--User’s Guide,C062288 Rev. A,2013.07.665,Timothy P. Sweeney,
[Atari - Atari Disk Drive 1050 - An Introduction to the Atari Disk Operating System (DOS 3)],Printed Matter,Manual,Atari - Atari Disk Drive 1050 - An Introduction to the Atari Disk Operating System,Atari,N/A,N/A,Atari,1983,English,DOS 3--User’s Guide,C024323-001 Rev. A,2013.07.675,Timothy P. Sweeney,
[Atari - Atari Disk Drive 1050 - Owner’s Guide],Printed Matter,Manual,Atari - Atari Disk Drive 1050 - Owner’s Guide,Atari,N/A,N/A,Atari,1983,English,Atari Disk Drive 1050--Owner’s Guide,C024321-001 Rev. A,2013.07.674,Timothy P. Sweeney,
[Atari - BigThesaurus - User Manual],Printed Matter,Manual,Atari - BigThesaurus - User Manual,Douglas D. Levy,N/A,N/A,Deneba Software,1988,English,Software--User’s Manual,N/A,2013.07.670,Timothy P. Sweeney,Part of BigThesaurus software package. Floppy disks (2) missing.
[Atari - Disk Operating System (DOS 3) - Reference Manual],Printed Matter,Manual,Atari - Disk Operating System (DOS 3) - Reference Manual,Atari,N/A,N/A,Atari,1983,English,DOS 3--Reference Manual,C062287 Rev. A,2013.07.666,Timothy P. Sweeney,
[Atari - The Atari 400 Computer System: Computers for People (Brochure)],Printed Matter,Manual,Computers for People (Brochure),Atari,N/A,N/A,Atari,1981,English,Atari 400 (Computer)--Brochure,N/A,2013.07.673,Timothy P. Sweeney,
[Atari - The Atari 400 Computer System: The Basic Computer - Owner’s Guide],Printed Matter,Manual,The Basic Computer - Owner’s Guide,Atari,N/A,N/A,Atari,1981,English,Atari 400 (Computer)--Owner’s Guide,C017711 Rev. 1,2013.07.672,Timothy P. Sweeney,
[Atari - The Atari 800XL Home Computer - Owner’s Guide],Printed Matter,Manual,Atari - The Atari 800XL Home Computer - Owner’s Guide,Atari,N/A,N/A,Atari,1983,English,Atari--Owner’s Guide,C061859 Rev. A,2013.07.832,Timothy P. Sweeney,
[Atari BASIC - Reference Guide],Printed Matter,Manual,Atari BASIC - Reference Guide,Atari,N/A,N/A,Atari,1983,English,BASIC (Programming Language)--Reference Guide,C061570 Rev. A,2013.07.671,Timothy P. Sweeney,
[CAT Modem--Novation - Installation and Operation Manual],Printed Matter,Manual,CAT Modem--Novation - Installation and Operation Manual,Novation,N/A,N/A,N/A,1978,English,Modem--Operation Manual,NM153/1278,2013.12.5,Brad Feld,
[Central Point PC Tools: Commute (Remote Access and File Transfer)],Printed Matter,Manual,Commute (Remote Access and File Transfer),Central Point Software,N/A,N/A,Central Point Software,1991,English,Manual,N/A,2015.11.05,,
[Central Point PC Tools: Data Recovery and System Utilities],Printed Matter,Manual,Data Recovery and System Utilities,Central Point Software,N/A,N/A,Central Point Software,1991,English,Manual,N/A,2015.11.09,,
[Central Point PC Tools: Desktop Manager],Printed Matter,Manual,Desktop Manager,Central Point Software,N/A,N/A,Central Point Software,1991,English,Manual,101266.02,2015.11.07,,
[Central Point PC Tools: DOS Shell/ File Manager],Printed Matter,Manual,DOS Shell/File Manager,Central Point Software,N/A,N/A,Central Point Software,1991,English,Manual,N/A,2015.11.08,,
[Central Point PC Tools: Getting Started/Tips for Windows],Printed Matter,Manual,Getting Started/Tips for Windows,Central Point Software,N/A,N/A,Central Point Software,1991,English,Manual,N/A,2015.11.10,,
[Central Point PC Tools: Hard Disk Backup],Printed Matter,Manual,Hard Disk Backup,Central Point Software,N/A,N/A,Central Point Software,1991,English,Manual,N/A,2015.11.11,,
[Central Point PC Tools: Windows Utilities],Printed Matter,Manual,Windows Utilities,Central Points Software,N/A,N/A,Central Point Software,1991,English,Manual,N/A,2015.11.06,,
